Index,Date,Open,High,Low,Close,Adj Close,Volume,CloseUSD
NYA,2019-03-07,12513.51953,12514.2002,12408.37988,12443.42969,12443.42969,3904860000.0,12443.42969
NYA,2019-03-08,12364.69043,12418.29004,12336.49023,12415.12988,12415.12988,3423130000.0,12415.12988
NYA,2019-03-11,12429.88965,12563.98047,12429.88965,12561.25977,12561.25977,3749030000.0,12561.25977
NYA,2019-03-12,12576.75977,12611.46973,12571.04004,12582.80957,12582.80957,3414230000.0,12582.80957
NYA,2019-03-13,12621.69043,12704.84961,12621.69043,12674.25977,12674.25977,3766150000.0,12674.25977
NYA,2019-03-14,12668.78027,12685.38965,12637.44043,12660.16016,12660.16016,3469730000.0,12660.16016
NYA,2019-03-15,12679.08008,12749.57031,12677.75977,12715.76953,12715.76953,5962730000.0,12715.76953
NYA,2019-03-18,12732.26953,12786.79004,12726.46973,12781.41016,12781.41016,3552190000.0,12781.41016
NYA,2019-03-19,12826.12012,12854.82031,12728.96973,12760.79004,12760.79004,3620220000.0,12760.79004
NYA,2019-03-20,12749.61035,12789.37988,12658.25977,12700.25,12700.25,3771200000.0,12700.25
NYA,2019-03-21,12658.96973,12803.4502,12657.62988,12782.54004,12782.54004,3546800000.0,12782.54004
NYA,2019-03-22,12709.26953,12716.87012,12533.29004,12539.41016,12539.41016,4237200000.0,12539.41016
NYA,2019-03-25,12526.49023,12590.16992,12486.05957,12535.67969,12535.67969,3376580000.0,12535.67969
NYA,2019-03-26,12598.4502,12672.73047,12578.87012,12641.36035,12641.36035,3266050000.0,12641.36035
NYA,2019-03-27,12635.25,12662.5,12520.2002,12591.71973,12591.71973,3372930000.0,12591.71973
NYA,2019-03-28,12601.20996,12641.07031,12555.83008,12632.58008,12632.58008,3158170000.0,12632.58008
NYA,2019-03-29,12691.76953,12704.58984,12644.48047,12696.87988,12696.87988,3740700000.0,12696.87988
NYA,2019-04-01,12775.83984,12843.9502,12773.53027,12836.03027,12836.03027,3500760000.0,12836.03027
NYA,2019-04-02,12840.44043,12841.82031,12784.70996,12819.04981,12819.04981,3246900000.0,12819.04981
NYA,2019-04-03,12819.05957,12882.57031,12803.87012,12833.59961,12833.59961,3550240000.0,12833.59961
NYA,2019-04-04,12833.32031,12872.49023,12818.83008,12868.74023,12868.74023,3015180000.0,12868.74023
NYA,2019-04-05,12889.37012,12927.90039,12880.19043,12927.71973,12927.71973,3146820000.0,12927.71973
NYA,2019-04-08,12927.73047,12943.34961,12888.87012,12943.33984,12943.33984,3054030000.0,12943.33984
NYA,2019-04-09,12892.04981,12892.04981,12834.4502,12849.70996,12849.70996,3007980000.0,12849.70996
NYA,2019-04-10,12867.33984,12898.26953,12852.87988,12887.36035,12887.36035,3062380000.0,12887.36035
NYA,2019-04-11,12892.62012,12910.40039,12856.24023,12887.12012,12887.12012,2938540000.0,12887.12012
NYA,2019-04-12,12955.66016,12994.98047,12938.04981,12969.54004,12969.54004,3688490000.0,12969.54004
NYA,2019-04-15,12979.26953,12983.25,12936.5,12956.67969,12956.67969,3088330000.0,12956.67969
NYA,2019-04-16,12986.29981,13002.83984,12934.25,12952.24023,12952.24023,3402210000.0,12952.24023
NYA,2019-04-17,12984.33008,12995.59961,12891.44043,12907.11035,12907.11035,3602300000.0,12907.11035
NYA,2019-04-18,12912.17969,12938.75,12869.84961,12922.70996,12922.70996,3506850000.0,12922.70996
NYA,2019-04-22,12900.41016,12920.82031,12886.79981,12914.28027,12914.28027,2997950000.0,12914.28027
NYA,2019-04-23,12916.66992,13010.99023,12910.78027,12993.84961,12993.84961,3635030000.0,12993.84961
NYA,2019-04-24,12993.86035,12993.86035,12938.54981,12951.62988,12951.62988,3448960000.0,12951.62988
NYA,2019-04-25,12907.08008,12939.86035,12850.12012,12912.95996,12912.95996,3425280000.0,12912.95996
NYA,2019-04-26,12923.66016,12991.29981,12910.87988,12991.2002,12991.2002,3248500000.0,12991.2002
NYA,2019-04-29,12992.73047,13037.0,12990.75,13008.05957,13008.05957,3118780000.0,13008.05957
NYA,2019-04-30,13027.50977,13067.03027,12968.9502,13060.65039,13060.65039,3919330000.0,13060.65039
NYA,2019-05-01,13066.08008,13069.08984,12944.94043,12946.12988,12946.12988,3645850000.0,12946.12988
NYA,2019-05-02,12939.04004,12970.65039,12860.61035,12929.55957,12929.55957,3778890000.0,12929.55957
NYA,2019-05-03,12977.32031,13044.42969,12977.32031,13037.87988,13037.87988,3338120000.0,13037.87988
NYA,2019-05-06,13037.87988,13037.87988,12851.07031,12976.66992,12976.66992,3181520000.0,12976.66992
NYA,2019-05-07,12883.05957,12883.05957,12703.19043,12778.5,12778.5,3767100000.0,12778.5
NYA,2019-05-08,12766.96973,12834.76953,12748.37012,12766.69043,12766.69043,3485790000.0,12766.69043
NYA,2019-05-09,12673.62012,12750.44043,12591.79004,12731.34961,12731.34961,3638820000.0,12731.34961
NYA,2019-05-10,12702.07031,12820.2002,12569.83984,12788.13965,12788.13965,3529600000.0,12788.13965
NYA,2019-05-13,12617.21973,12617.21973,12480.26953,12526.70996,12526.70996,3894030000.0,12526.70996
NYA,2019-05-14,12560.99023,12686.53027,12559.62012,12620.0,12620.0,3322720000.0,12620.0
NYA,2019-05-15,12559.66016,12682.37988,12526.04004,12652.29004,12652.29004,3125950000.0,12652.29004
NYA,2019-05-16,12676.04981,12800.90039,12676.04981,12738.36035,12738.36035,3338060000.0,12738.36035
NYA,2019-05-17,12652.38965,12751.08984,12643.07031,12657.62988,12657.62988,3257950000.0,12657.62988
NYA,2019-05-20,12615.66992,12668.53027,12582.50977,12616.79981,12616.79981,3288870000.0,12616.79981
NYA,2019-05-21,12668.33008,12732.86035,12668.33008,12720.71973,12720.71973,3218700000.0,12720.71973
NYA,2019-05-22,12682.51953,12703.79981,12651.9502,12671.99023,12671.99023,3192510000.0,12671.99023
NYA,2019-05-23,12569.33984,12569.33984,12461.34961,12525.0,12525.0,3891980000.0,12525.0
NYA,2019-05-24,12595.54004,12617.45996,12539.29981,12581.36035,12581.36035,2887390000.0,12581.36035
NYA,2019-05-28,12597.70996,12628.62988,12464.53027,12465.90039,12465.90039,4121410000.0,12465.90039
NYA,2019-05-29,12398.24023,12405.11035,12309.12988,12386.20996,12386.20996,3700050000.0,12386.20996
NYA,2019-05-30,12402.54004,12449.28027,12354.79004,12393.66016,12393.66016,3273790000.0,12393.66016
NYA,2019-05-31,12280.78027,12318.45996,12238.40039,12264.49023,12264.49023,3981020000.0,12264.49023
NYA,2019-06-03,12288.50977,12372.82031,12273.08984,12341.82031,12341.82031,3966700000.0,12341.82031
NYA,2019-06-04,12341.82031,12564.37012,12341.82031,12560.58008,12560.58008,3810430000.0,12560.58008
NYA,2019-06-05,12607.34961,12618.21973,12530.15039,12614.7002,12614.7002,3548830000.0,12614.7002
NYA,2019-06-06,12631.08984,12710.66992,12606.12012,12675.66016,12675.66016,3396410000.0,12675.66016
NYA,2019-06-07,12725.37988,12814.80957,12725.37988,12765.86035,12765.86035,3220250000.0,12765.86035
NYA,2019-06-10,12821.49023,12859.62988,12798.29004,12802.03027,12802.03027,3209210000.0,12802.03027
NYA,2019-06-11,12867.16992,12900.76953,12787.49023,12813.91016,12813.91016,3548420000.0,12813.91016
NYA,2019-06-12,12797.86035,12818.59961,12772.33008,12784.83008,12784.83008,3034130000.0,12784.83008
NYA,2019-06-13,12816.42969,12841.71973,12788.54004,12827.50977,12827.50977,3069810000.0,12827.50977
NYA,2019-06-14,12808.88965,12813.0,12767.84961,12787.24023,12787.24023,2922330000.0,12787.24023
NYA,2019-06-17,12789.67969,12808.12012,12769.53027,12775.51953,12775.51953,2810140000.0,12775.51953
NYA,2019-06-18,12837.46973,12950.79981,12837.46973,12907.45996,12907.45996,3437620000.0,12907.45996
NYA,2019-06-19,12924.26953,12972.48047,12908.41016,12954.08008,12954.08008,3287890000.0,12954.08008
NYA,2019-06-20,12954.08008,13094.79981,12954.08008,13081.54004,13081.54004,3905940000.0,13081.54004
NYA,2019-06-21,13068.36035,13095.57031,13037.87988,13047.24023,13047.24023,5000120000.0,13047.24023
NYA,2019-06-24,13047.24023,13061.25,13015.91016,13019.98047,13019.98047,3136250000.0,13019.98047
NYA,2019-06-25,13019.98047,13022.73047,12934.90039,12936.65039,12936.65039,3578050000.0,12936.65039
NYA,2019-06-26,12936.65039,12977.91992,12911.99023,12912.00977,12912.00977,3478130000.0,12912.00977
NYA,2019-06-27,12912.05957,12976.23047,12912.05957,12965.32031,12965.32031,3122920000.0,12965.32031
NYA,2019-06-28,12965.54981,13055.86035,12965.54981,13049.70996,13049.70996,5420700000.0,13049.70996
NYA,2019-07-01,13049.70996,13191.90039,13049.70996,13127.69043,13127.69043,3513270000.0,13127.69043
NYA,2019-07-02,13127.69043,13152.9502,13105.03027,13152.54981,13152.54981,3206840000.0,13152.54981
NYA,2019-07-03,13152.54981,13239.90039,13152.54981,13239.87012,13239.87012,1963720000.0,13239.87012
NYA,2019-07-05,13231.79981,13231.79981,13114.83984,13210.91016,13210.91016,2434210000.0,13210.91016
NYA,2019-07-08,13210.87012,13210.87012,13136.21973,13147.21973,13147.21973,2904550000.0,13147.21973
NYA,2019-07-09,13147.20996,13147.20996,13091.90039,13136.88965,13136.88965,3028210000.0,13136.88965
NYA,2019-07-10,13137.95996,13221.05957,13137.95996,13173.25977,13173.25977,3154240000.0,13173.25977
NYA,2019-07-11,13173.25977,13211.74023,13150.50977,13198.71973,13198.71973,3154620000.0,13198.71973
NYA,2019-07-12,13199.84961,13237.17969,13199.23047,13234.75977,13234.75977,2974960000.0,13234.75977
NYA,2019-07-15,13234.75977,13255.12988,13220.23047,13233.38965,13233.38965,2874970000.0,13233.38965
NYA,2019-07-16,13232.95996,13243.04981,13185.91016,13195.19043,13195.19043,3290650000.0,13195.19043
NYA,2019-07-17,13195.19043,13201.53027,13119.2002,13119.96973,13119.96973,3181600000.0,13119.96973
NYA,2019-07-18,13109.29004,13181.2002,13089.49023,13168.7002,13168.7002,3296580000.0,13168.7002
NYA,2019-07-19,13168.7002,13205.08984,13111.94043,13111.99023,13111.99023,3260360000.0,13111.99023
NYA,2019-07-22,13111.99023,13139.08008,13087.51953,13109.76953,13109.76953,3003720000.0,13109.76953
NYA,2019-07-23,13109.90039,13203.07031,13109.90039,13197.51953,13197.51953,3313660000.0,13197.51953
NYA,2019-07-24,13172.54981,13235.59961,13161.74023,13234.92969,13234.92969,3428980000.0,13234.92969
NYA,2019-07-25,13234.92969,13234.92969,13146.65039,13169.29004,13169.29004,3645270000.0,13169.29004
NYA,2019-07-26,13169.29004,13244.04981,13169.29004,13235.5,13235.5,3257590000.0,13235.5
NYA,2019-07-29,13235.49023,13249.04004,13212.79981,13222.61035,13222.61035,3203710000.0,13222.61035
NYA,2019-07-30,13222.75977,13222.75977,13128.15039,13187.20996,13187.20996,3634330000.0,13187.20996
NYA,2019-07-31,13187.20996,13196.84961,12979.37012,13066.59961,13066.59961,4623430000.0,13066.59961
NYA,2019-08-01,13053.66016,13154.37988,12890.98047,12920.82031,12920.82031,4762300000.0,12920.82031
NYA,2019-08-02,12885.32031,12887.25,12767.00977,12839.50977,12839.50977,3874660000.0,12839.50977
NYA,2019-08-05,12666.29981,12666.29981,12408.25977,12497.30957,12497.30957,4513730000.0,12497.30957
NYA,2019-08-06,12564.88965,12634.95996,12496.13965,12628.13965,12628.13965,4154240000.0,12628.13965
NYA,2019-08-07,12627.55957,12663.33008,12414.11035,12632.95996,12632.95996,4491750000.0,12632.95996
NYA,2019-08-08,12685.71973,12835.04981,12676.38965,12828.82031,12828.82031,4106370000.0,12828.82031
NYA,2019-08-09,12793.24023,12811.4502,12689.66992,12748.41992,12748.41992,3350640000.0,12748.41992
NYA,2019-08-12,12688.78027,12688.78027,12556.96973,12586.24023,12586.24023,2851630000.0,12586.24023
NYA,2019-08-13,12589.76953,12789.08008,12552.30957,12724.36035,12724.36035,3853600000.0,12724.36035
NYA,2019-08-14,12641.29004,12641.29004,12367.38965,12368.04981,12368.04981,4312530000.0,12368.04981
NYA,2019-08-15,12386.25,12441.50977,12325.92969,12409.54004,12409.54004,4038000000.0,12409.54004
NYA,2019-08-16,12442.23047,12597.69043,12442.23047,12580.41016,12580.41016,3498150000.0,12580.41016
NYA,2019-08-19,12687.83008,12718.48047,12668.80957,12687.91016,12687.91016,3212880000.0,12687.91016
NYA,2019-08-20,12687.91016,12687.91016,12597.80957,12599.41016,12599.41016,3066300000.0,12599.41016
NYA,2019-08-21,12691.75977,12712.71973,12677.33008,12697.00977,12697.00977,3011190000.0,12697.00977
NYA,2019-08-22,12724.20996,12750.26953,12631.86035,12688.45996,12688.45996,2890880000.0,12688.45996
NYA,2019-08-23,12643.94043,12710.65039,12370.07031,12416.4502,12416.4502,3937300000.0,12416.4502
NYA,2019-08-26,12430.73047,12528.98047,12430.73047,12519.62012,12519.62012,2857600000.0,12519.62012
NYA,2019-08-27,12562.04004,12601.15039,12450.88965,12474.04981,12474.04981,3533630000.0,12474.04981
NYA,2019-08-28,12467.37012,12570.99023,12426.05957,12559.23047,12559.23047,3097420000.0,12559.23047
NYA,2019-08-29,12657.21973,12722.28027,12635.99023,12704.03027,12704.03027,3176190000.0,12704.03027
NYA,2019-08-30,12740.16016,12785.40039,12687.12012,12736.87988,12736.87988,3008450000.0,12736.87988
NYA,2019-09-03,12720.19043,12720.19043,12600.70996,12663.40039,12663.40039,3426790000.0,12663.40039
NYA,2019-09-04,12757.25,12797.0,12746.25977,12796.32031,12796.32031,3163260000.0,12796.32031
NYA,2019-09-05,12796.32031,12963.57031,12796.32031,12917.75977,12917.75977,3890700000.0,12917.75977
NYA,2019-09-06,12933.50977,12960.59961,12915.92969,12933.37988,12933.37988,3208280000.0,12933.37988
NYA,2019-09-09,12975.01953,12975.01953,12925.41016,12960.71973,12960.71973,4002890000.0,12960.71973
NYA,2019-09-10,12954.29004,12993.96973,12900.80957,12993.95996,12993.95996,4390770000.0,12993.95996
NYA,2019-09-11,13008.33008,13082.41016,12981.42969,13082.41016,13082.41016,3927550000.0,13082.41016
NYA,2019-09-12,13096.23047,13150.87012,13061.74023,13116.04981,13116.04981,3791860000.0,13116.04981
NYA,2019-09-13,13150.79981,13171.46973,13110.07031,13124.33984,13124.33984,3520060000.0,13124.33984
NYA,2019-09-16,13134.0,13134.0,13080.41016,13107.98047,13107.98047,4274640000.0,13107.98047
NYA,2019-09-17,13087.87012,13131.83984,13074.78027,13131.41016,13131.41016,3671840000.0,13131.41016
NYA,2019-09-18,13109.62988,13125.58008,13024.94043,13119.30957,13119.30957,3435540000.0,13119.30957
NYA,2019-09-19,13121.20996,13177.87988,13100.87988,13111.25,13111.25,3251290000.0,13111.25
NYA,2019-09-20,13148.41016,13171.37988,13074.26953,13093.79981,13093.79981,6094740000.0,13093.79981
NYA,2019-09-23,13084.80957,13111.4502,13040.12988,13085.33008,13085.33008,3186590000.0,13085.33008
NYA,2019-09-24,13087.74023,13128.04981,12961.23047,12992.25977,12992.25977,3868160000.0,12992.25977
NYA,2019-09-25,12991.09961,13053.07031,12943.44043,13037.61035,13037.61035,3318870000.0,13037.61035
NYA,2019-09-26,13042.2002,13061.86035,12985.03027,13028.74023,13028.74023,3077240000.0,13028.74023
NYA,2019-09-27,13053.2002,13068.61035,12913.41992,12971.98047,12971.98047,3243650000.0,12971.98047
NYA,2019-09-30,12988.88965,13037.80957,12988.88965,13004.74023,13004.74023,3247610000.0,13004.74023
NYA,2019-10-01,13002.33008,13038.12988,12824.15039,12835.34961,12835.34961,3558040000.0,12835.34961
NYA,2019-10-02,12742.08984,12742.08984,12557.07031,12608.42969,12608.42969,3912520000.0,12608.42969
NYA,2019-10-03,12587.32031,12687.55957,12482.01953,12685.76953,12685.76953,3503640000.0,12685.76953
NYA,2019-10-04,12689.92969,12835.20996,12689.92969,12831.54981,12831.54981,2990830000.0,12831.54981
NYA,2019-10-07,12816.24023,12856.4502,12768.75977,12777.74023,12777.74023,2940140000.0,12777.74023
NYA,2019-10-08,12734.54981,12734.54981,12589.80957,12590.91016,12590.91016,3356450000.0,12590.91016
NYA,2019-10-09,12622.48047,12730.34961,12622.48047,12691.16016,12691.16016,2726820000.0,12691.16016
NYA,2019-10-10,12688.58008,12802.75977,12682.19043,12766.0,12766.0,3217250000.0,12766.0
NYA,2019-10-11,12766.0,13025.25,12766.0,12926.91992,12926.91992,3580460000.0,12926.91992
NYA,2019-10-14,12923.48047,12923.48047,12883.95996,12896.21973,12896.21973,2557020000.0,12896.21973
NYA,2019-10-15,12897.03027,13044.83008,12897.03027,13006.04004,13006.04004,3340740000.0,13006.04004
NYA,2019-10-16,12997.45996,13028.2002,12978.73047,12994.88965,12994.88965,3222570000.0,12994.88965
NYA,2019-10-17,13030.50977,13078.12012,13021.40039,13039.23047,13039.23047,3115960000.0,13039.23047
NYA,2019-10-18,13032.46973,13044.08008,12972.83984,13006.63965,13006.63965,3264290000.0,13006.63965
NYA,2019-10-21,13019.25,13091.94043,13019.25,13088.61035,13088.61035,3271620000.0,13088.61035
NYA,2019-10-22,13097.03027,13140.57031,13070.20996,13071.86035,13071.86035,3523890000.0,13071.86035
NYA,2019-10-23,13076.37988,13114.61035,13062.74023,13114.38965,13114.38965,3392870000.0,13114.38965
NYA,2019-10-24,13119.65039,13153.33008,13083.29004,13118.90039,13118.90039,3692600000.0,13118.90039
NYA,2019-10-25,13106.20996,13170.69043,13088.94043,13146.24023,13146.24023,3370370000.0,13146.24023
NYA,2019-10-28,13183.90039,13223.19043,13183.90039,13186.42969,13186.42969,3521230000.0,13186.42969
NYA,2019-10-29,13170.90039,13239.2002,13156.75,13209.62988,13209.62988,3589930000.0,13209.62988
NYA,2019-10-30,13215.87012,13248.65039,13152.95996,13244.00977,13244.00977,3776030000.0,13244.00977
NYA,2019-10-31,13239.42969,13239.42969,13116.58008,13171.80957,13171.80957,4139280000.0,13171.80957
NYA,2019-11-01,13231.17969,13300.34961,13231.17969,13300.26953,13300.26953,3930200000.0,13300.26953
NYA,2019-11-04,13321.17969,13387.49023,13321.17969,13355.44043,13355.44043,4146850000.0,13355.44043
NYA,2019-11-05,13368.24023,13385.03027,13323.05957,13339.58984,13339.58984,4486130000.0,13339.58984
NYA,2019-11-06,13339.83984,13364.94043,13319.79004,13351.57031,13351.57031,4458190000.0,13351.57031
NYA,2019-11-07,13376.92969,13436.96973,13376.92969,13395.54981,13395.54981,4144640000.0,13395.54981
NYA,2019-11-08,13376.33984,13407.80957,13343.01953,13407.79981,13407.79981,3499150000.0,13407.79981
NYA,2019-11-11,13347.29981,13395.65039,13333.91016,13388.12012,13388.12012,3035530000.0,13388.12012
NYA,2019-11-12,13391.96973,13438.75977,13366.87988,13387.62012,13387.62012,3466010000.0,13387.62012
NYA,2019-11-13,13387.62012,13400.79981,13325.51953,13385.04981,13385.04981,3509280000.0,13385.04981
NYA,2019-11-14,13385.04981,13397.04004,13346.75977,13392.0,13392.0,3276070000.0,13392.0
NYA,2019-11-15,13432.75977,13492.95996,13426.98047,13492.95996,13492.95996,3335650000.0,13492.95996
NYA,2019-11-18,13488.48047,13498.08008,13464.00977,13483.80957,13483.80957,3436690000.0,13483.80957
NYA,2019-11-19,13489.78027,13508.87988,13448.26953,13466.34961,13466.34961,3590070000.0,13466.34961
NYA,2019-11-20,13460.33984,13460.33984,13360.66016,13419.29981,13419.29981,4034890000.0,13419.29981
NYA,2019-11-21,13420.33008,13430.70996,13366.99023,13406.41992,13406.41992,3720560000.0,13406.41992
NYA,2019-11-22,13412.26953,13451.41992,13404.54004,13440.9502,13440.9502,3226780000.0,13440.9502
NYA,2019-11-25,13471.51953,13534.58984,13471.51953,13532.88965,13532.88965,3511530000.0,13532.88965
NYA,2019-11-26,13532.55957,13564.62988,13513.11035,13559.70996,13559.70996,4595590000.0,13559.70996
NYA,2019-11-27,13577.51953,13611.49023,13563.33984,13607.62012,13607.62012,3033090000.0,13607.62012
NYA,2019-11-29,13595.86035,13607.66992,13537.66992,13545.20996,13545.20996,1743020000.0,13545.20996
NYA,2019-12-02,13554.29004,13554.29004,13443.09961,13448.25977,13448.25977,3268740000.0,13448.25977
NYA,2019-12-03,13363.66016,13373.87988,13280.04004,13366.08984,13366.08984,3653390000.0,13366.08984
NYA,2019-12-04,13408.08008,13484.41016,13408.08008,13457.96973,13457.96973,3695030000.0,13457.96973
NYA,2019-12-05,13466.73047,13491.20996,13429.29981,13482.29981,13482.29981,3355750000.0,13482.29981
NYA,2019-12-06,13515.48047,13612.05957,13515.48047,13588.29004,13588.29004,3479480000.0,13588.29004
NYA,2019-12-09,13570.54004,13600.13965,13555.07031,13555.07031,13555.07031,3345990000.0,13555.07031
NYA,2019-12-10,13551.0,13574.21973,13521.24023,13545.30957,13545.30957,3343790000.0,13545.30957
NYA,2019-12-11,13554.08984,13590.74023,13547.67969,13579.91992,13579.91992,3252540000.0,13579.91992
NYA,2019-12-12,13587.7002,13725.34961,13581.08008,13697.41016,13697.41016,3990690000.0,13697.41016
NYA,2019-12-13,13711.25,13773.12988,13655.4502,13697.33984,13697.33984,3736870000.0,13697.33984
NYA,2019-12-16,13781.65039,13825.75977,13781.65039,13795.15039,13795.15039,4051790000.0,13795.15039
NYA,2019-12-17,13795.15039,13813.30957,13787.71973,13795.34961,13795.34961,3837540000.0,13795.34961
NYA,2019-12-18,13805.2002,13819.7002,13790.24023,13799.20996,13799.20996,4014080000.0,13799.20996
NYA,2019-12-19,13801.73047,13838.99023,13798.78027,13831.66992,13831.66992,3720450000.0,13831.66992
NYA,2019-12-20,13831.66992,13914.28027,13831.66992,13889.25,13889.25,6454270000.0,13889.25
NYA,2019-12-23,13906.87012,13908.16016,13888.58984,13899.99023,13899.99023,3060610000.0,13899.99023
NYA,2019-12-24,13902.95996,13902.95996,13885.55957,13895.13965,13895.13965,1296540000.0,13895.13965
NYA,2019-12-26,13911.16016,13941.55957,13895.2002,13940.41992,13940.41992,2160680000.0,13940.41992
NYA,2019-12-27,13976.84961,13978.61035,13928.15039,13944.13965,13944.13965,2428670000.0,13944.13965
NYA,2019-12-30,13951.25977,13952.78027,13864.57031,13876.15039,13876.15039,3013290000.0,13876.15039
NYA,2019-12-31,13852.59961,13915.74023,13843.98047,13913.03027,13913.03027,2893810000.0,13913.03027
NYA,2020-01-02,13913.03027,14003.38965,13913.03027,14002.49023,14002.49023,3458250000.0,14002.49023
NYA,2020-01-03,13877.48047,13950.74023,13870.74023,13917.04981,13917.04981,3461290000.0,13917.04981
NYA,2020-01-06,13856.71973,13943.29981,13852.73047,13941.79981,13941.79981,3674070000.0,13941.79981
NYA,2020-01-07,13911.19043,13923.50977,13880.53027,13898.4502,13898.4502,3420380000.0,13898.4502
NYA,2020-01-08,13897.00977,13986.69043,13896.58984,13934.44043,13934.44043,3720890000.0,13934.44043
NYA,2020-01-09,13974.07031,14004.41992,13960.16992,13997.65039,13997.65039,3638390000.0,13997.65039
NYA,2020-01-10,14018.12012,14021.65039,13941.51953,13957.96973,13957.96973,3212970000.0,13957.96973
NYA,2020-01-13,13980.46973,14042.65039,13963.87012,14042.65039,14042.65039,3456380000.0,14042.65039
NYA,2020-01-14,14024.23047,14068.58008,14005.62988,14037.12988,14037.12988,3665130000.0,14037.12988
NYA,2020-01-15,14022.29981,14089.94043,14021.17969,14053.23047,14053.23047,3716840000.0,14053.23047
NYA,2020-01-16,14103.53027,14142.30957,14094.87988,14141.78027,14141.78027,3535080000.0,14141.78027
NYA,2020-01-17,14168.13965,14183.25977,14156.40039,14183.2002,14183.2002,3698170000.0,14183.2002
NYA,2020-01-21,14126.12012,14153.01953,14102.38965,14109.98047,14109.98047,4105340000.0,14109.98047
NYA,2020-01-22,14147.88965,14168.2002,14104.05957,14110.24023,14110.24023,3619850000.0,14110.24023
NYA,2020-01-23,14064.28027,14109.58984,14003.28027,14102.04004,14102.04004,3764860000.0,14102.04004
NYA,2020-01-24,14120.01953,14120.01953,13920.57031,13978.46973,13978.46973,3707130000.0,13978.46973
NYA,2020-01-27,13746.62988,13826.42969,13742.00977,13769.59961,13769.59961,3823100000.0,13769.59961
NYA,2020-01-28,13812.65039,13913.58984,13798.33984,13877.61035,13877.61035,3526720000.0,13877.61035
NYA,2020-01-29,13912.79004,13922.44043,13843.79004,13843.80957,13843.80957,3584500000.0,13843.80957
NYA,2020-01-30,13745.2002,13869.63965,13699.80957,13861.91992,13861.91992,3787250000.0,13861.91992
NYA,2020-01-31,13783.80957,13788.21973,13573.04004,13614.09961,13614.09961,4527830000.0,13614.09961
NYA,2020-02-03,13655.88965,13765.33008,13655.88965,13677.91992,13677.91992,3757910000.0,13677.91992
NYA,2020-02-04,13826.09961,13920.62988,13826.09961,13862.83984,13862.83984,3995320000.0,13862.83984
NYA,2020-02-05,13964.0,14029.91016,13947.58984,14024.86035,14024.86035,4117730000.0,14024.86035
NYA,2020-02-06,14066.90039,14069.33008,14023.48047,14034.9502,14034.9502,3868370000.0,14034.9502
NYA,2020-02-07,13987.50977,13987.50977,13912.04004,13931.92969,13931.92969,3730650000.0,13931.92969
NYA,2020-02-10,13904.01953,13984.54981,13899.53027,13984.48047,13984.48047,3450350000.0,13984.48047
NYA,2020-02-11,13984.48047,14100.26953,13984.48047,14054.08008,14054.08008,3760550000.0,14054.08008
NYA,2020-02-12,14117.83008,14148.24023,14108.51953,14136.98047,14136.98047,3926380000.0,14136.98047
NYA,2020-02-13,14069.25,14132.87988,14049.12988,14099.04004,14099.04004,3498240000.0,14099.04004
NYA,2020-02-14,14104.76953,14110.19043,14046.59961,14097.33984,14097.33984,3398040000.0,14097.33984
NYA,2020-02-18,14047.91016,14072.69043,13990.7002,14039.00977,14039.00977,3746720000.0,14039.00977
NYA,2020-02-19,14077.50977,14115.9502,14066.24023,14087.12988,14087.12988,3600150000.0,14087.12988
NYA,2020-02-20,14061.04004,14104.91992,13955.75,14061.48047,14061.48047,4007320000.0,14061.48047
NYA,2020-02-21,14014.62988,14014.62988,13931.12988,13975.78027,13975.78027,3899270000.0,13975.78027
NYA,2020-02-24,13654.0,13654.0,13493.67969,13534.12012,13534.12012,4842960000.0,13534.12012
NYA,2020-02-25,13570.20996,13582.74023,13110.08984,13143.73047,13143.73047,5591510000.0,13143.73047
NYA,2020-02-26,13194.30957,13323.33984,13041.94043,13046.62012,13046.62012,5478110000.0,13046.62012
NYA,2020-02-27,12841.40039,12977.17969,12544.99023,12547.25,12547.25,7058840000.0,12547.25
NYA,2020-02-28,12547.25,12547.25,12024.4502,12380.96973,12380.96973,8563850000.0,12380.96973
NYA,2020-03-02,12441.42969,12830.12988,12316.17969,12827.99023,12827.99023,6376400000.0,12827.99023
NYA,2020-03-03,12845.05957,13015.66016,12432.51953,12542.74023,12542.74023,6355940000.0,12542.74023
NYA,2020-03-04,12696.61035,13011.4502,12673.90039,13009.95996,13009.95996,5035480000.0,13009.95996
NYA,2020-03-05,12740.86035,12786.63965,12489.76953,12593.03027,12593.03027,5575550000.0,12593.03027
NYA,2020-03-06,12593.03027,12593.03027,12106.74023,12352.03027,12352.03027,6552140000.0,12352.03027
NYA,2020-03-09,11748.61035,11748.61035,11240.76953,11298.42969,11298.42969,8423050000.0,11298.42969
NYA,2020-03-10,11635.21973,11794.00977,11246.51953,11793.26953,11793.26953,7635960000.0,11793.26953
NYA,2020-03-11,11523.94043,11523.94043,11053.79004,11177.29004,11177.29004,7374110000.0,11177.29004
NYA,2020-03-12,10466.7002,10646.91992,10054.46973,10060.75977,10060.75977,8829380000.0,10060.75977
NYA,2020-03-13,10445.44043,10851.75,10060.34961,10851.74023,10851.74023,8258670000.0,10851.74023
NYA,2020-03-16,10851.98047,10851.98047,9559.230469,9567.530273,9567.530273,7781540000.0,9567.530273
